customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,internet_service,contract,payment_method,monthly_charges,total_charges,actual_churn,churn_probability,predicted_churn,risk_level,prediction_date
0440-QEXBZ,Female,0,No,No,44,Yes,DSL,Month-to-month,Mailed check,50.15,2139.1,0,0.3258775639961353,0,LOW RISK,2026-08-30 13:02:06
2434-EEVDB,Female,0,Yes,No,64,Yes,Fiber optic,Two year,Credit card (automatic),94.6,5948.7,0,0.16610906637781098,0,LOW RISK,2026-08-30 13:02:06
6762-QVYJO,Female,0,Yes,Yes,58,No,DSL,Two year,Mailed check,59.75,3624.35,0,0.06390259111287241,0,LOW RISK,2026-08-30 13:02:06
6199-IWKGC,Female,1,Yes,No,46,Yes,Fiber optic,One year,Electronic check,100.25,4753.85,0,0.4764369993546827,0,MEDIUM RISK,2026-08-30 13:02:06
2675-DHUTR,Male,1,Yes,No,58,Yes,Fiber optic,Month-to-month,Electronic check,98.9,5780.7,0,0.7817953432712459,1,HIGH RISK,2026-08-30 13:02:06
8152-VETUR,Female,0,Yes,No,72,Yes,Fiber optic,Two year,Credit card (automatic),97.7,6869.7,0,0.2133051772160216,0,LOW RISK,2026-08-30 13:02:06
9667-EQRXU,Female,1,No,No,30,No,DSL,Month-to-month,Electronic check,40.3,1172.95,1,0.6609154155657855,1,MEDIUM RISK,2026-08-30 13:02:06
7446-YPODE,Male,1,No,No,11,Yes,DSL,Month-to-month,Bank transfer (automatic),60.25,662.95,0,0.5075180157328323,1,MEDIUM RISK,2026-08-30 13:02:06
9522-BNTHX,Female,1,No,No,34,No,DSL,Month-to-month,Electronic check,56.25,1765.95,0,0.667666343880698,1,MEDIUM RISK,2026-08-30 13:02:06
4676-WLUHT,Male,0,No,No,54,No,DSL,Two year,Bank transfer (automatic),46.2,2431.95,0,0.06665336056658902,0,LOW RISK,2026-08-30 13:02:06
3329-WDIOK,Female,0,No,No,3,No,DSL,Month-to-month,Electronic check,50.6,155.35,1,0.8709369775757185,1,HIGH RISK,2026-08-30 13:02:06
7980-MHFLQ,Female,0,Yes,Yes,72,Yes,No,Two year,Mailed check,24.9,1859.2,0,0.013469685132357924,0,LOW RISK,2026-08-30 13:02:06
2873-ZLIWT,Female,0,Yes,Yes,40,Yes,Fiber optic,Month-to-month,Electronic check,84.85,3303.05,1,0.5433949844769929,1,MEDIUM RISK,2026-08-30 13:02:06
3415-TAILE,Female,0,Yes,Yes,2,Yes,DSL,Month-to-month,Mailed check,65.7,134.35,1,0.6244347086059582,1,MEDIUM RISK,2026-08-30 13:02:06
0757-WCUUZ,Male,0,Yes,Yes,54,Yes,DSL,Two year,Credit card (automatic),63.35,3409.1,0,0.09858818495989591,0,LOW RISK,2026-08-30 13:02:06
1629-DQQVB,Female,0,No,No,14,Yes,DSL,Month-to-month,Bank transfer (automatic),50.1,709.5,0,0.29783261516995135,0,LOW RISK,2026-08-30 13:02:06
1915-IOFGU,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,70.5,70.5,1,0.8233795942102995,1,HIGH RISK,2026-08-30 13:02:06
3045-XETSH,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Electronic check,94.85,953.45,1,0.8912082410408053,1,HIGH RISK,2026-08-30 13:02:06
0374-AACSZ,Female,0,No,No,1,Yes,DSL,Month-to-month,Electronic check,50.15,50.15,0,0.6031473139217727,1,MEDIUM RISK,2026-08-30 13:02:06
7239-HZZCX,Male,0,No,No,1,Yes,No,Month-to-month,Mailed check,19.75,19.75,1,0.3974407012784392,0,LOW RISK,2026-08-30 13:02:06
4872-VXRIL,Male,0,No,No,56,Yes,DSL,One year,Bank transfer (automatic),64.65,3665.55,0,0.10611033150823558,0,LOW RISK,2026-08-30 13:02:06
9140-CZQZZ,Female,0,Yes,No,68,Yes,DSL,Two year,Bank transfer (automatic),79.6,5515.8,0,0.035248529597000505,0,LOW RISK,2026-08-30 13:02:06
3423-HHXAO,Female,0,Yes,Yes,14,Yes,No,One year,Mailed check,19.5,272.0,0,0.126244502792916,0,LOW RISK,2026-08-30 13:02:06
9938-TKDGL,Male,0,Yes,Yes,68,Yes,Fiber optic,Two year,Electronic check,99.55,6668.0,0,0.13736851135683767,0,LOW RISK,2026-08-30 13:02:06
0531-ZZJWQ,Male,1,Yes,No,55,Yes,Fiber optic,Month-to-month,Electronic check,74.0,4052.4,0,0.6934185169102302,1,MEDIUM RISK,2026-08-30 13:02:06
6537-QLGEX,Female,0,No,No,16,No,DSL,Month-to-month,Electronic check,38.9,664.4,0,0.6213841441127328,1,MEDIUM RISK,2026-08-30 13:02:06
2688-BHGOG,Male,1,No,No,9,Yes,Fiber optic,Month-to-month,Electronic check,79.55,718.55,0,0.8945746143332932,1,HIGH RISK,2026-08-30 13:02:06
7683-CBDKJ,Male,0,Yes,Yes,14,Yes,DSL,Month-to-month,Electronic check,65.45,937.6,1,0.39737225704426465,0,LOW RISK,2026-08-30 13:02:06
0946-CLJTI,Male,1,Yes,No,58,Yes,Fiber optic,Month-to-month,Electronic check,98.7,5812.6,1,0.8060086539382713,1,HIGH RISK,2026-08-30 13:02:06
3160-TYXLT,Male,0,No,No,53,No,DSL,Month-to-month,Bank transfer (automatic),46.3,2546.85,0,0.33097692120816496,0,LOW RISK,2026-08-30 13:02:06
1325-USMEC,Male,0,Yes,No,70,Yes,Fiber optic,Two year,Credit card (automatic),99.35,6944.5,0,0.13079856052353583,0,LOW RISK,2026-08-30 13:02:06
0916-QOFDP,Female,1,Yes,Yes,14,Yes,Fiber optic,Month-to-month,Electronic check,95.8,1346.3,0,0.8732480954910387,1,HIGH RISK,2026-08-30 13:02:06
0628-CNQRM,Male,0,Yes,Yes,22,Yes,DSL,One year,Bank transfer (automatic),67.5,1544.05,1,0.12634079549000835,0,LOW RISK,2026-08-30 13:02:06
5606-AMZBO,Female,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Credit card (automatic),78.15,765.15,0,0.7713254744315485,1,HIGH RISK,2026-08-30 13:02:06
6199-IPCAO,Female,0,Yes,Yes,29,Yes,No,Two year,Mailed check,26.1,692.55,0,0.04045777516352204,0,LOW RISK,2026-08-30 13:02:06
7665-TOALD,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,69.6,69.6,1,0.8700982120892576,1,HIGH RISK,2026-08-30 13:02:06
0112-QWPNC,Male,0,Yes,No,49,Yes,DSL,One year,Electronic check,84.35,4059.35,1,0.21092947772538007,0,LOW RISK,2026-08-30 13:02:06
0324-BRPCJ,Female,1,Yes,No,68,Yes,Fiber optic,Month-to-month,Electronic check,100.2,6851.65,1,0.7070844609584637,1,HIGH RISK,2026-08-30 13:02:06
2777-PHDEI,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,78.05,78.05,1,0.867358267100412,1,HIGH RISK,2026-08-30 13:02:06
5640-CAXOA,Female,0,No,No,30,No,DSL,One year,Credit card (automatic),40.35,1187.05,0,0.2939659224591606,0,LOW RISK,2026-08-30 13:02:06
2235-EZAIK,Female,0,Yes,No,72,Yes,DSL,Two year,Credit card (automatic),79.2,5401.9,0,0.02172080744508977,0,LOW RISK,2026-08-30 13:02:06
3847-BAERP,Female,0,No,No,10,Yes,No,Month-to-month,Mailed check,20.9,247.0,0,0.3883957710874073,0,LOW RISK,2026-08-30 13:02:06
1196-AMORA,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Electronic check,73.6,520.0,1,0.8440310630131064,1,HIGH RISK,2026-08-30 13:02:06
4282-YMKNA,Female,0,No,No,9,Yes,Fiber optic,Month-to-month,Electronic check,74.75,706.6,1,0.8749082310395991,1,HIGH RISK,2026-08-30 13:02:06
1453-RZFON,Female,0,No,Yes,1,Yes,DSL,Month-to-month,Mailed check,49.9,49.9,0,0.4654436098784862,0,MEDIUM RISK,2026-08-30 13:02:06
8263-OKETD,Female,0,No,No,20,Yes,DSL,Month-to-month,Credit card (automatic),68.9,1370.35,0,0.39737430067815627,0,LOW RISK,2026-08-30 13:02:06
0670-KDOMA,Female,0,No,No,1,Yes,No,Month-to-month,Mailed check,20.25,20.25,0,0.4737010582757616,0,MEDIUM RISK,2026-08-30 13:02:06
2476-YGEFM,Female,0,No,No,29,Yes,Fiber optic,Month-to-month,Credit card (automatic),76.0,2215.25,0,0.6484803184628481,1,MEDIUM RISK,2026-08-30 13:02:06
8687-BAFGU,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,74.0,74.0,0,0.7869742873720615,1,HIGH RISK,2026-08-30 13:02:06
0641-EVBOJ,Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Mailed check,82.3,214.4,0,0.6813068739609006,1,MEDIUM RISK,2026-08-30 13:02:06
0829-XXPLX,Female,0,No,No,20,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),89.4,1871.15,0,0.5973454037267698,1,MEDIUM RISK,2026-08-30 13:02:06
9974-JFBHQ,Male,0,No,Yes,64,Yes,Fiber optic,Month-to-month,Credit card (automatic),99.15,6171.2,0,0.4197059690198068,0,MEDIUM RISK,2026-08-30 13:02:06
5356-RHIPP,Male,0,No,No,1,Yes,No,Month-to-month,Mailed check,20.2,20.2,1,0.4804355127703799,0,MEDIUM RISK,2026-08-30 13:02:06
6624-JDRDS,Female,0,No,No,6,No,DSL,Month-to-month,Bank transfer (automatic),29.45,161.45,0,0.5504027559425685,1,MEDIUM RISK,2026-08-30 13:02:06
0608-JDVEC,Male,0,Yes,No,50,Yes,No,Two year,Electronic check,19.8,1013.2,0,0.04036201309284913,0,LOW RISK,2026-08-30 13:02:06
9780-FKVVF,Male,0,No,No,6,Yes,DSL,Month-to-month,Bank transfer (automatic),59.15,336.7,0,0.6301160261516313,1,MEDIUM RISK,2026-08-30 13:02:06
1919-RTPQD,Male,0,Yes,Yes,7,Yes,DSL,Month-to-month,Electronic check,44.75,333.65,0,0.6060512018852557,1,MEDIUM RISK,2026-08-30 13:02:06
5214-NLTIT,Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,Credit card (automatic),90.8,6511.8,0,0.1527768228858666,0,LOW RISK,2026-08-30 13:02:06
3345-PBBFH,Male,0,Yes,No,8,Yes,DSL,Month-to-month,Bank transfer (automatic),49.55,393.45,0,0.6029581977173564,1,MEDIUM RISK,2026-08-30 13:02:06
5055-BRMNE,Female,0,Yes,Yes,67,Yes,Fiber optic,Two year,Credit card (automatic),106.7,7009.5,0,0.09498692746339882,0,LOW RISK,2026-08-30 13:02:06
9189-JWSHV,Female,1,Yes,No,24,Yes,Fiber optic,Month-to-month,Electronic check,93.55,2264.05,1,0.8619035758550846,1,HIGH RISK,2026-08-30 13:02:06
2190-PHBHR,Female,0,Yes,No,72,Yes,Fiber optic,Two year,Credit card (automatic),94.45,6921.7,0,0.12079709562747727,0,LOW RISK,2026-08-30 13:02:06
2650-GYRYL,Male,0,Yes,Yes,33,Yes,No,One year,Bank transfer (automatic),19.45,600.25,0,0.07569697834563843,0,LOW RISK,2026-08-30 13:02:06
0746-JTRFU,Male,0,No,No,2,No,DSL,Month-to-month,Electronic check,25.05,56.35,1,0.8185534598140523,1,HIGH RISK,2026-08-30 13:02:06
5208-FVQKB,Male,0,Yes,No,70,Yes,DSL,Two year,Mailed check,67.95,4664.15,0,0.018274807885933067,0,LOW RISK,2026-08-30 13:02:06
7184-LRUUR,Female,0,No,No,22,Yes,DSL,One year,Bank transfer (automatic),65.25,1441.8,0,0.15911429868491456,0,LOW RISK,2026-08-30 13:02:06
6627-CFOSN,Female,0,No,No,59,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),99.45,5623.7,0,0.4818464334114649,0,MEDIUM RISK,2026-08-30 13:02:06
3982-JGSFD,Male,0,No,No,36,Yes,No,One year,Credit card (automatic),20.35,695.85,0,0.0824804522049118,0,LOW RISK,2026-08-30 13:02:06
1574-DYCWE,Female,0,Yes,Yes,51,Yes,No,Two year,Mailed check,19.95,1028.75,0,0.021894340224116092,0,LOW RISK,2026-08-30 13:02:06
7247-XOZPB,Male,0,Yes,No,53,Yes,DSL,One year,Bank transfer (automatic),77.4,4155.95,0,0.09667433683087,0,LOW RISK,2026-08-30 13:02:06
2466-FCCPT,Female,0,Yes,Yes,20,Yes,No,One year,Bank transfer (automatic),19.7,395.6,0,0.07143939140586439,0,LOW RISK,2026-08-30 13:02:06
6211-WWLTF,Male,0,Yes,No,63,Yes,Fiber optic,Two year,Credit card (automatic),99.7,6330.4,0,0.13563082145675823,0,LOW RISK,2026-08-30 13:02:06
4826-TZEVA,Female,0,No,No,40,Yes,Fiber optic,Month-to-month,Credit card (automatic),74.8,2971.7,0,0.37079125435863763,0,LOW RISK,2026-08-30 13:02:06
6016-NXBNJ,Male,0,No,No,35,Yes,No,One year,Mailed check,19.15,638.0,0,0.08694908616954898,0,LOW RISK,2026-08-30 13:02:06
9138-EFSMO,Male,0,Yes,Yes,26,Yes,Fiber optic,One year,Bank transfer (automatic),78.95,2034.25,0,0.3773962089344396,0,LOW RISK,2026-08-30 13:02:06
0576-WNXXC,Male,1,Yes,No,27,Yes,Fiber optic,Month-to-month,Electronic check,95.55,2510.2,1,0.8165591764503286,1,HIGH RISK,2026-08-30 13:02:06
4632-XJMEX,Male,0,No,Yes,53,Yes,DSL,One year,Credit card (automatic),62.85,3419.5,0,0.05171309229673671,0,LOW RISK,2026-08-30 13:02:06
8910-LEDAG,Male,1,Yes,No,34,Yes,Fiber optic,Month-to-month,Credit card (automatic),71.55,2427.35,0,0.495977187080244,0,MEDIUM RISK,2026-08-30 13:02:06
3452-GWUIN,Female,1,Yes,No,19,Yes,Fiber optic,Month-to-month,Electronic check,94.95,1760.25,0,0.8774649878001615,1,HIGH RISK,2026-08-30 13:02:06
2716-GFZOR,Male,0,Yes,No,43,Yes,Fiber optic,Month-to-month,Credit card (automatic),86.1,3551.65,0,0.3529728006961412,0,LOW RISK,2026-08-30 13:02:06
3724-UCSHY,Male,0,Yes,Yes,6,Yes,No,Month-to-month,Mailed check,19.55,122.9,0,0.3139425398079749,0,LOW RISK,2026-08-30 13:02:06
8626-XHBIE,Male,0,No,Yes,56,Yes,No,Two year,Mailed check,24.8,1424.2,0,0.034406109677758166,0,LOW RISK,2026-08-30 13:02:06
4628-CTTLA,Male,0,No,No,57,No,DSL,Month-to-month,Electronic check,39.3,2111.45,1,0.46952775667960295,0,MEDIUM RISK,2026-08-30 13:02:06
3192-LNKRK,Male,0,Yes,Yes,34,Yes,Fiber optic,Month-to-month,Mailed check,84.05,2909.95,0,0.592579417520093,1,MEDIUM RISK,2026-08-30 13:02:06
4439-YRNVD,Female,0,No,No,10,No,DSL,Month-to-month,Electronic check,36.25,374.0,0,0.595101419071544,1,MEDIUM RISK,2026-08-30 13:02:06
2876-VBBBL,Female,0,No,No,1,Yes,No,Month-to-month,Mailed check,20.25,20.25,1,0.4737010582757616,0,MEDIUM RISK,2026-08-30 13:02:06
6834-NXDCA,Female,0,No,No,13,No,DSL,Month-to-month,Electronic check,23.9,300.8,1,0.6560083571121889,1,MEDIUM RISK,2026-08-30 13:02:06
2208-UGTGR,Male,0,No,No,56,Yes,Fiber optic,Month-to-month,Electronic check,98.6,5581.05,0,0.6920760004676313,1,MEDIUM RISK,2026-08-30 13:02:06
3005-TYFRD,Female,0,Yes,No,55,Yes,Fiber optic,Month-to-month,Credit card (automatic),103.65,5676.65,0,0.700386873292099,1,HIGH RISK,2026-08-30 13:02:06
8670-MEFCP,Female,0,Yes,Yes,36,Yes,DSL,Two year,Credit card (automatic),92.9,3379.25,0,0.07081073249296208,0,LOW RISK,2026-08-30 13:02:06
3079-BCHLN,Male,0,Yes,No,47,Yes,No,One year,Bank transfer (automatic),19.9,942.95,0,0.04036864403123074,0,LOW RISK,2026-08-30 13:02:06
7777-UNYHB,Female,0,Yes,Yes,12,Yes,No,Month-to-month,Credit card (automatic),20.1,232.4,0,0.32543287747974775,0,LOW RISK,2026-08-30 13:02:06
5597-GLBUC,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,85.45,85.45,1,0.8994675417766518,1,HIGH RISK,2026-08-30 13:02:06
7278-CKDNC,Male,1,No,No,24,Yes,Fiber optic,Month-to-month,Electronic check,80.5,2088.45,0,0.7424381926648893,1,HIGH RISK,2026-08-30 13:02:06
2748-MYRVK,Female,0,No,No,63,Yes,Fiber optic,One year,Bank transfer (automatic),99.9,6137.0,1,0.34434821178598674,0,LOW RISK,2026-08-30 13:02:06
8450-UYIBU,Female,1,No,No,35,No,DSL,Month-to-month,Electronic check,39.85,1434.6,0,0.6216757999262068,1,MEDIUM RISK,2026-08-30 13:02:06
2969-VAPYH,Female,0,No,No,67,Yes,DSL,One year,Credit card (automatic),60.5,3870.0,0,0.03783846188818573,0,LOW RISK,2026-08-30 13:02:06
4822-YCXMX,Male,0,No,No,25,Yes,Fiber optic,Month-to-month,Electronic check,84.8,2043.45,1,0.8148811531302312,1,HIGH RISK,2026-08-30 13:02:06
7181-OQCUT,Male,0,No,No,21,Yes,Fiber optic,Month-to-month,Mailed check,103.85,2215.0,0,0.6725461194232485,1,MEDIUM RISK,2026-08-30 13:02:06
8474-UMLNT,Female,0,No,No,13,Yes,DSL,Month-to-month,Bank transfer (automatic),67.8,842.25,0,0.23082325894450223,0,LOW RISK,2026-08-30 13:02:06
9821-POOTN,Male,0,Yes,No,35,Yes,Fiber optic,Month-to-month,Electronic check,75.2,2576.2,1,0.6951478226128596,1,MEDIUM RISK,2026-08-30 13:02:06
3836-FZSDJ,Male,1,Yes,No,71,Yes,No,Two year,Bank transfer (automatic),24.85,1901.0,0,0.019967512042222236,0,LOW RISK,2026-08-30 13:02:06
9142-XMYJH,Female,0,No,No,29,Yes,No,Month-to-month,Credit card (automatic),19.35,601.6,0,0.14792077747848426,0,LOW RISK,2026-08-30 13:02:06
6559-ILWKJ,Male,0,Yes,No,71,No,DSL,Two year,Electronic check,49.35,3515.25,1,0.10805825509754403,0,LOW RISK,2026-08-30 13:02:06
0187-QSXOE,Male,1,Yes,No,7,Yes,Fiber optic,Month-to-month,Electronic check,89.0,605.45,0,0.9257904690762013,1,HIGH RISK,2026-08-30 13:02:06
7733-UDMTP,Female,1,No,No,57,No,DSL,Month-to-month,Electronic check,55.0,3094.05,0,0.6005583489526749,1,MEDIUM RISK,2026-08-30 13:02:06
2649-HWLYB,Male,0,Yes,No,65,Yes,DSL,Two year,Bank transfer (automatic),76.15,4929.55,0,0.03151101699093186,0,LOW RISK,2026-08-30 13:02:06
5214-CHIWJ,Male,0,No,No,27,Yes,No,One year,Mailed check,20.3,595.05,0,0.08401256707511814,0,LOW RISK,2026-08-30 13:02:06
4229-CZMLL,Male,0,No,No,6,Yes,Fiber optic,Month-to-month,Electronic check,74.9,469.8,1,0.8867494609119196,1,HIGH RISK,2026-08-30 13:02:06
6904-JLBGY,Female,1,No,No,72,Yes,Fiber optic,Two year,Credit card (automatic),117.35,8436.25,0,0.13985545490653792,0,LOW RISK,2026-08-30 13:02:06
2465-BLLEU,Male,0,No,No,1,Yes,No,Month-to-month,Mailed check,19.75,19.75,0,0.48248023534885975,0,MEDIUM RISK,2026-08-30 13:02:06
1685-VAYJF,Male,0,No,No,11,Yes,DSL,Month-to-month,Credit card (automatic),45.2,492.0,0,0.5172817369697975,1,MEDIUM RISK,2026-08-30 13:02:06
8874-EJNSR,Male,0,Yes,Yes,39,Yes,No,Two year,Mailed check,25.2,987.95,0,0.02924864887529844,0,LOW RISK,2026-08-30 13:02:06
6917-YACBP,Female,1,No,No,59,Yes,Fiber optic,Month-to-month,Electronic check,89.75,5496.9,0,0.5456410115402781,1,MEDIUM RISK,2026-08-30 13:02:06
5049-MUBWG,Male,0,No,No,26,Yes,DSL,One year,Bank transfer (automatic),75.0,1908.35,0,0.14231271404410806,0,LOW RISK,2026-08-30 13:02:06
4223-WOZCM,Male,1,No,No,2,Yes,DSL,Month-to-month,Mailed check,49.95,107.1,0,0.649709050676172,1,MEDIUM RISK,2026-08-30 13:02:06
0769-MURVM,Female,0,Yes,Yes,72,No,DSL,Two year,Bank transfer (automatic),65.7,4575.35,0,0.02342572841236908,0,LOW RISK,2026-08-30 13:02:06
9253-VIFJQ,Male,0,Yes,No,65,Yes,DSL,One year,Credit card (automatic),67.05,4309.55,0,0.05650353141202367,0,LOW RISK,2026-08-30 13:02:06
7030-FZTFM,Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,Credit card (automatic),110.9,7922.75,0,0.10836802466712954,0,LOW RISK,2026-08-30 13:02:06
9741-YLNTD,Male,0,No,No,6,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),87.95,522.35,0,0.8475182090392387,1,HIGH RISK,2026-08-30 13:02:06
5917-RYRMG,Male,1,No,No,32,Yes,No,One year,Credit card (automatic),19.8,587.7,0,0.07968580740228294,0,LOW RISK,2026-08-30 13:02:06
5120-ZBLAI,Female,0,Yes,No,50,Yes,DSL,One year,Bank transfer (automatic),75.7,3876.2,0,0.24101418203951516,0,LOW RISK,2026-08-30 13:02:06
1194-BHJYC,Male,0,Yes,No,61,No,DSL,Two year,Mailed check,62.15,3778.85,0,0.09385178250226718,0,LOW RISK,2026-08-30 13:02:06
3663-MITLP,Female,0,No,No,15,Yes,Fiber optic,Month-to-month,Electronic check,101.25,1457.25,1,0.8123451705023138,1,HIGH RISK,2026-08-30 13:02:06
0906-QVPMS,Male,0,Yes,No,72,Yes,Fiber optic,Two year,Bank transfer (automatic),115.15,8349.45,0,0.09489846426153718,0,LOW RISK,2026-08-30 13:02:06
9025-ZRPVR,Male,0,No,No,9,Yes,No,Month-to-month,Mailed check,18.95,185.6,1,0.4102469284036684,0,MEDIUM RISK,2026-08-30 13:02:06
1905-OEILC,Female,0,No,No,1,Yes,No,Month-to-month,Mailed check,19.5,19.5,0,0.39229505223135813,0,LOW RISK,2026-08-30 13:02:06
7858-GTZSP,Female,0,No,No,12,Yes,Fiber optic,Month-to-month,Electronic check,86.55,1066.9,0,0.893078129366085,1,HIGH RISK,2026-08-30 13:02:06
3285-UCQVC,Female,0,No,No,37,No,DSL,Month-to-month,Credit card (automatic),28.6,973.55,1,0.25687178675866656,0,LOW RISK,2026-08-30 13:02:06
6248-BSHKG,Male,0,Yes,Yes,61,Yes,No,One year,Mailed check,20.4,1226.45,0,0.03277556636226908,0,LOW RISK,2026-08-30 13:02:06
4685-TFLLS,Male,0,Yes,Yes,18,Yes,No,One year,Bank transfer (automatic),19.8,342.3,0,0.07828458004425341,0,LOW RISK,2026-08-30 13:02:06
3470-BTGQO,Male,0,No,Yes,21,Yes,DSL,Month-to-month,Mailed check,45.65,985.05,0,0.28902039778122157,0,LOW RISK,2026-08-30 13:02:06
1209-VFFOC,Male,0,Yes,Yes,68,No,DSL,Two year,Mailed check,56.4,3948.45,0,0.040939822753424004,0,LOW RISK,2026-08-30 13:02:06
8224-DWCKX,Male,1,No,No,12,Yes,Fiber optic,Month-to-month,Credit card (automatic),73.3,828.05,0,0.8390453375460298,1,HIGH RISK,2026-08-30 13:02:06
5482-PLVPE,Female,1,No,No,2,No,DSL,Month-to-month,Electronic check,24.35,41.85,1,0.7833183957374571,1,HIGH RISK,2026-08-30 13:02:06
4553-DVPZG,Female,0,Yes,No,62,Yes,Fiber optic,Month-to-month,Electronic check,101.35,6164.7,0,0.7376924380793533,1,HIGH RISK,2026-08-30 13:02:06
4902-OHLSK,Female,1,No,No,29,Yes,Fiber optic,Month-to-month,Electronic check,98.65,2862.75,1,0.7711188263940113,1,HIGH RISK,2026-08-30 13:02:06
6917-IAYHD,Male,0,No,Yes,1,No,DSL,Month-to-month,Mailed check,33.6,33.6,0,0.5592169142724402,1,MEDIUM RISK,2026-08-30 13:02:06
0495-ZBNGW,Male,1,Yes,No,5,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),79.9,343.95,1,0.8642829871476381,1,HIGH RISK,2026-08-30 13:02:06
8620-RJPZN,Female,0,No,No,1,Yes,No,Month-to-month,Electronic check,20.7,20.7,0,0.472700452168006,0,MEDIUM RISK,2026-08-30 13:02:06
7572-KPVKK,Male,0,No,Yes,62,Yes,Fiber optic,Two year,Electronic check,104.05,6590.5,0,0.2836038938007318,0,LOW RISK,2026-08-30 13:02:06
2642-MAWLJ,Female,0,Yes,Yes,36,Yes,No,Two year,Bank transfer (automatic),20.25,717.95,0,0.022449204702154113,0,LOW RISK,2026-08-30 13:02:06
2357-COQEK,Female,1,No,No,28,Yes,Fiber optic,Month-to-month,Electronic check,103.3,2890.65,1,0.834703903976347,1,HIGH RISK,2026-08-30 13:02:06
7103-ZGVNT,Female,0,Yes,Yes,69,Yes,DSL,One year,Credit card (automatic),73.7,4885.85,0,0.041777230316181725,0,LOW RISK,2026-08-30 13:02:06
3737-GCSPV,Female,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Credit card (automatic),96.2,1222.05,1,0.7703223875165492,1,HIGH RISK,2026-08-30 13:02:06
2027-WKXMW,Female,0,Yes,No,63,Yes,Fiber optic,Month-to-month,Electronic check,108.75,6871.7,0,0.6620310401610464,1,MEDIUM RISK,2026-08-30 13:02:06
7137-NAXML,Male,0,No,No,23,Yes,No,One year,Bank transfer (automatic),20.15,405.6,0,0.0758761520369214,0,LOW RISK,2026-08-30 13:02:06
2428-ZMCTB,Male,0,No,No,10,Yes,No,Month-to-month,Credit card (automatic),19.75,208.25,0,0.31429367077344866,0,LOW RISK,2026-08-30 13:02:06
2961-VNFKL,Female,0,Yes,No,71,Yes,No,Two year,Credit card (automatic),25.95,1801.9,0,0.023226080578657948,0,LOW RISK,2026-08-30 13:02:06
1768-HNVGJ,Female,1,No,No,45,Yes,DSL,Month-to-month,Electronic check,70.05,3062.45,0,0.29957068436917633,0,LOW RISK,2026-08-30 13:02:06
6963-KQYQB,Female,0,Yes,Yes,70,Yes,No,Two year,Mailed check,24.05,1764.75,0,0.014745481713451693,0,LOW RISK,2026-08-30 13:02:06
5934-RMPOV,Female,0,No,Yes,22,Yes,Fiber optic,Month-to-month,Electronic check,84.75,1816.75,0,0.7602146641542018,1,HIGH RISK,2026-08-30 13:02:06
1207-BLKSA,Female,0,Yes,Yes,52,Yes,No,Two year,Mailed check,23.05,1255.1,0,0.02970065010864225,0,LOW RISK,2026-08-30 13:02:06
4088-YLDSU,Male,0,Yes,No,55,Yes,Fiber optic,One year,Electronic check,104.15,5743.05,1,0.5834838887580518,1,MEDIUM RISK,2026-08-30 13:02:06
8316-BBQAY,Female,0,No,No,65,No,DSL,Two year,Credit card (automatic),59.95,3921.1,0,0.05727587432573397,0,LOW RISK,2026-08-30 13:02:06
1166-PQLGG,Female,0,Yes,Yes,72,Yes,No,Two year,Bank transfer (automatic),19.55,1463.45,0,0.009389828561503959,0,LOW RISK,2026-08-30 13:02:06
3146-JTQHR,Male,0,Yes,No,10,Yes,No,One year,Bank transfer (automatic),19.6,189.45,0,0.17886323068416304,0,LOW RISK,2026-08-30 13:02:06
4291-YZODP,Female,0,No,Yes,7,Yes,No,One year,Mailed check,20.05,96.8,0,0.15946165192080963,0,LOW RISK,2026-08-30 13:02:06
4395-PZMSN,Male,1,No,No,5,Yes,Fiber optic,Month-to-month,Electronic check,85.55,408.5,0,0.8912346522215351,1,HIGH RISK,2026-08-30 13:02:06
6427-FEFIG,Female,0,Yes,Yes,24,Yes,DSL,Two year,Credit card (automatic),78.6,1846.65,0,0.0945323483223216,0,LOW RISK,2026-08-30 13:02:06
0017-IUDMW,Female,0,Yes,Yes,72,Yes,Fiber optic,Two year,Credit card (automatic),116.8,8456.75,0,0.1051900672185342,0,LOW RISK,2026-08-30 13:02:06
8706-HRADD,Male,0,No,No,21,No,DSL,Month-to-month,Mailed check,43.55,1011.5,0,0.4294565005300401,0,MEDIUM RISK,2026-08-30 13:02:06
