customer_id,churn_probability,risk_level,recommendation_rank,recommendation
0519-DRGTI,0.1444931913785383,LOW RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
0519-DRGTI,0.1444931913785383,LOW RISK,3,Evaluate whether the monthly cost is creating dissatisfaction.
0519-DRGTI,0.1444931913785383,LOW RISK,4,Focus on early customer engagement because short tenure may increase churn risk.
0519-DRGTI,0.1444931913785383,LOW RISK,5,Promote a longer-term contract with clear financial benefits.
1017-FBQMM,0.339874755353194,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
1017-FBQMM,0.339874755353194,LOW RISK,2,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
1017-FBQMM,0.339874755353194,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
3001-CBHLQ,0.8197413542130438,HIGH RISK,1,Prioritize immediate retention outreach because this customer has a high churn risk.
3001-CBHLQ,0.8197413542130438,HIGH RISK,2,Assign the customer to a proactive customer success or support representative.
3001-CBHLQ,0.8197413542130438,HIGH RISK,3,Offer a discount or incentive for switching to a one-year or two-year contract.
3001-CBHLQ,0.8197413542130438,HIGH RISK,4,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
3001-CBHLQ,0.8197413542130438,HIGH RISK,5,Encourage automatic payment methods by offering a small billing incentive.
3001-CBHLQ,0.8197413542130438,HIGH RISK,6,Promote a longer-term contract with clear financial benefits.
1985-MBRYP,0.0286594904564322,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
1985-MBRYP,0.0286594904564322,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
6158-DWPZT,0.4520404982780938,MEDIUM RISK,1,Monitor this customer closely and send a personalized retention offer.
6158-DWPZT,0.4520404982780938,MEDIUM RISK,2,Provide onboarding support and regular check-ins during the customer's early months.
6158-DWPZT,0.4520404982780938,MEDIUM RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
6158-DWPZT,0.4520404982780938,MEDIUM RISK,4,Evaluate whether the monthly cost is creating dissatisfaction.
6158-DWPZT,0.4520404982780938,MEDIUM RISK,5,Promote a longer-term contract with clear financial benefits.
9372-TXXPS,0.0230572604928962,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
9372-TXXPS,0.0230572604928962,LOW RISK,2,Focus on early customer engagement because short tenure may increase churn risk.
9372-TXXPS,0.0230572604928962,LOW RISK,3,Evaluate whether the monthly cost is creating dissatisfaction.
3259-QMXUN,0.1237834011132079,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
3259-QMXUN,0.1237834011132079,LOW RISK,2,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
3259-QMXUN,0.1237834011132079,LOW RISK,3,Encourage automatic payment methods by offering a small billing incentive.
3259-QMXUN,0.1237834011132079,LOW RISK,4,Focus on early customer engagement because short tenure may increase churn risk.
1015-JPFYW,0.1678748337915107,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
1015-JPFYW,0.1678748337915107,LOW RISK,2,Provide onboarding support and regular check-ins during the customer's early months.
1015-JPFYW,0.1678748337915107,LOW RISK,3,Evaluate whether the monthly cost is creating dissatisfaction.
1015-JPFYW,0.1678748337915107,LOW RISK,4,Focus on early customer engagement because short tenure may increase churn risk.
1015-JPFYW,0.1678748337915107,LOW RISK,5,Promote a longer-term contract with clear financial benefits.
6645-MXQJT,0.8243455390928435,HIGH RISK,1,Prioritize immediate retention outreach because this customer has a high churn risk.
6645-MXQJT,0.8243455390928435,HIGH RISK,2,Assign the customer to a proactive customer success or support representative.
6645-MXQJT,0.8243455390928435,HIGH RISK,3,Offer a discount or incentive for switching to a one-year or two-year contract.
6645-MXQJT,0.8243455390928435,HIGH RISK,4,Provide onboarding support and regular check-ins during the customer's early months.
6645-MXQJT,0.8243455390928435,HIGH RISK,5,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
6645-MXQJT,0.8243455390928435,HIGH RISK,6,Encourage automatic payment methods by offering a small billing incentive.
6645-MXQJT,0.8243455390928435,HIGH RISK,7,Focus on early customer engagement because short tenure may increase churn risk.
6645-MXQJT,0.8243455390928435,HIGH RISK,8,Promote a longer-term contract with clear financial benefits.
4360-QRAVE,0.4076573924347623,MEDIUM RISK,1,Monitor this customer closely and send a personalized retention offer.
4360-QRAVE,0.4076573924347623,MEDIUM RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
4360-QRAVE,0.4076573924347623,MEDIUM RISK,3,Encourage automatic payment methods by offering a small billing incentive.
4360-QRAVE,0.4076573924347623,MEDIUM RISK,4,Evaluate whether the monthly cost is creating dissatisfaction.
4360-QRAVE,0.4076573924347623,MEDIUM RISK,5,Promote a longer-term contract with clear financial benefits.
8433-WPJTV,0.3828694041132127,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
8433-WPJTV,0.3828694041132127,LOW RISK,2,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
8433-WPJTV,0.3828694041132127,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
5804-JMYIO,0.0210948258359038,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
5804-JMYIO,0.0210948258359038,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
3763-GCZHZ,0.4547793066640552,MEDIUM RISK,1,Monitor this customer closely and send a personalized retention offer.
3763-GCZHZ,0.4547793066640552,MEDIUM RISK,2,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
3763-GCZHZ,0.4547793066640552,MEDIUM RISK,3,Encourage automatic payment methods by offering a small billing incentive.
3763-GCZHZ,0.4547793066640552,MEDIUM RISK,4,Focus on early customer engagement because short tenure may increase churn risk.
6484-LATFU,0.0191088632788975,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
6484-LATFU,0.0191088632788975,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
6484-LATFU,0.0191088632788975,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
7599-NTMDP,0.0331502123473998,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
7599-NTMDP,0.0331502123473998,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
7599-NTMDP,0.0331502123473998,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
0772-GYEQQ,0.8241595012442302,HIGH RISK,1,Prioritize immediate retention outreach because this customer has a high churn risk.
0772-GYEQQ,0.8241595012442302,HIGH RISK,2,Assign the customer to a proactive customer success or support representative.
0772-GYEQQ,0.8241595012442302,HIGH RISK,3,Offer a discount or incentive for switching to a one-year or two-year contract.
0772-GYEQQ,0.8241595012442302,HIGH RISK,4,Provide onboarding support and regular check-ins during the customer's early months.
0772-GYEQQ,0.8241595012442302,HIGH RISK,5,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
0772-GYEQQ,0.8241595012442302,HIGH RISK,6,Focus on early customer engagement because short tenure may increase churn risk.
0772-GYEQQ,0.8241595012442302,HIGH RISK,7,Promote a longer-term contract with clear financial benefits.
0536-ACXIP,0.2242252292584393,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
0536-ACXIP,0.2242252292584393,LOW RISK,2,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
0536-ACXIP,0.2242252292584393,LOW RISK,3,Encourage automatic payment methods by offering a small billing incentive.
0536-ACXIP,0.2242252292584393,LOW RISK,4,Focus on early customer engagement because short tenure may increase churn risk.
0936-NQLJU,0.0234675906414159,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
0936-NQLJU,0.0234675906414159,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
4831-EOBFE,0.5215606971357832,MEDIUM RISK,1,Monitor this customer closely and send a personalized retention offer.
4831-EOBFE,0.5215606971357832,MEDIUM RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
4831-EOBFE,0.5215606971357832,MEDIUM RISK,3,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
4831-EOBFE,0.5215606971357832,MEDIUM RISK,4,Promote a longer-term contract with clear financial benefits.
4831-EOBFE,0.5215606971357832,MEDIUM RISK,5,Focus on early customer engagement because short tenure may increase churn risk.
1575-KRZZE,0.5440862486389545,MEDIUM RISK,1,Monitor this customer closely and send a personalized retention offer.
1575-KRZZE,0.5440862486389545,MEDIUM RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
1575-KRZZE,0.5440862486389545,MEDIUM RISK,3,Provide onboarding support and regular check-ins during the customer's early months.
1575-KRZZE,0.5440862486389545,MEDIUM RISK,4,Encourage automatic payment methods by offering a small billing incentive.
1575-KRZZE,0.5440862486389545,MEDIUM RISK,5,Focus on early customer engagement because short tenure may increase churn risk.
1575-KRZZE,0.5440862486389545,MEDIUM RISK,6,Promote a longer-term contract with clear financial benefits.
1575-KRZZE,0.5440862486389545,MEDIUM RISK,7,Evaluate whether the monthly cost is creating dissatisfaction.
3251-YMVWZ,0.0693388191281259,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
3251-YMVWZ,0.0693388191281259,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
3251-YMVWZ,0.0693388191281259,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
3251-YMVWZ,0.0693388191281259,LOW RISK,4,Promote a longer-term contract with clear financial benefits.
4102-OQUPX,0.91919119453683,HIGH RISK,1,Prioritize immediate retention outreach because this customer has a high churn risk.
4102-OQUPX,0.91919119453683,HIGH RISK,2,Assign the customer to a proactive customer success or support representative.
4102-OQUPX,0.91919119453683,HIGH RISK,3,Offer a discount or incentive for switching to a one-year or two-year contract.
4102-OQUPX,0.91919119453683,HIGH RISK,4,Provide onboarding support and regular check-ins during the customer's early months.
4102-OQUPX,0.91919119453683,HIGH RISK,5,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
4102-OQUPX,0.91919119453683,HIGH RISK,6,Encourage automatic payment methods by offering a small billing incentive.
4102-OQUPX,0.91919119453683,HIGH RISK,7,Focus on early customer engagement because short tenure may increase churn risk.
4102-OQUPX,0.91919119453683,HIGH RISK,8,Promote a longer-term contract with clear financial benefits.
9170-GYZJC,0.1384855196132934,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
9170-GYZJC,0.1384855196132934,LOW RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
9170-GYZJC,0.1384855196132934,LOW RISK,3,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
9170-GYZJC,0.1384855196132934,LOW RISK,4,Promote a longer-term contract with clear financial benefits.
4884-LEVMQ,0.0352124922943841,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
4884-LEVMQ,0.0352124922943841,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
8857-CUPFQ,0.017623800734013,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
8857-CUPFQ,0.017623800734013,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
8857-CUPFQ,0.017623800734013,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
7610-TVOPG,0.3996874013255543,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
7610-TVOPG,0.3996874013255543,LOW RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
7610-TVOPG,0.3996874013255543,LOW RISK,3,Encourage automatic payment methods by offering a small billing incentive.
7610-TVOPG,0.3996874013255543,LOW RISK,4,Evaluate whether the monthly cost is creating dissatisfaction.
7610-TVOPG,0.3996874013255543,LOW RISK,5,Focus on early customer engagement because short tenure may increase churn risk.
7610-TVOPG,0.3996874013255543,LOW RISK,6,Promote a longer-term contract with clear financial benefits.
3638-DIMPH,0.3199283369962705,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
3638-DIMPH,0.3199283369962705,LOW RISK,2,Encourage automatic payment methods by offering a small billing incentive.
3638-DIMPH,0.3199283369962705,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
3638-DIMPH,0.3199283369962705,LOW RISK,4,Evaluate whether the monthly cost is creating dissatisfaction.
3638-DIMPH,0.3199283369962705,LOW RISK,5,Promote a longer-term contract with clear financial benefits.
1845-ZLLIG,0.6643587435102243,MEDIUM RISK,1,Monitor this customer closely and send a personalized retention offer.
1845-ZLLIG,0.6643587435102243,MEDIUM RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
1845-ZLLIG,0.6643587435102243,MEDIUM RISK,3,Provide onboarding support and regular check-ins during the customer's early months.
1845-ZLLIG,0.6643587435102243,MEDIUM RISK,4,Focus on early customer engagement because short tenure may increase churn risk.
1845-ZLLIG,0.6643587435102243,MEDIUM RISK,5,Evaluate whether the monthly cost is creating dissatisfaction.
1845-ZLLIG,0.6643587435102243,MEDIUM RISK,6,Promote a longer-term contract with clear financial benefits.
8559-WNQZS,0.123112213231812,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
8559-WNQZS,0.123112213231812,LOW RISK,2,Provide onboarding support and regular check-ins during the customer's early months.
8559-WNQZS,0.123112213231812,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
8559-WNQZS,0.123112213231812,LOW RISK,4,Evaluate whether the monthly cost is creating dissatisfaction.
3999-QGRJH,0.8622478917556895,HIGH RISK,1,Prioritize immediate retention outreach because this customer has a high churn risk.
3999-QGRJH,0.8622478917556895,HIGH RISK,2,Assign the customer to a proactive customer success or support representative.
3999-QGRJH,0.8622478917556895,HIGH RISK,3,Offer a discount or incentive for switching to a one-year or two-year contract.
3999-QGRJH,0.8622478917556895,HIGH RISK,4,Provide onboarding support and regular check-ins during the customer's early months.
3999-QGRJH,0.8622478917556895,HIGH RISK,5,Encourage automatic payment methods by offering a small billing incentive.
3999-QGRJH,0.8622478917556895,HIGH RISK,6,Focus on early customer engagement because short tenure may increase churn risk.
3999-QGRJH,0.8622478917556895,HIGH RISK,7,Promote a longer-term contract with clear financial benefits.
1699-UOTXU,0.0440310448328879,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
1699-UOTXU,0.0440310448328879,LOW RISK,2,Encourage automatic payment methods by offering a small billing incentive.
1699-UOTXU,0.0440310448328879,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
1699-UOTXU,0.0440310448328879,LOW RISK,4,Evaluate whether the monthly cost is creating dissatisfaction.
2454-RPBRZ,0.8914998387499106,HIGH RISK,1,Prioritize immediate retention outreach because this customer has a high churn risk.
2454-RPBRZ,0.8914998387499106,HIGH RISK,2,Assign the customer to a proactive customer success or support representative.
2454-RPBRZ,0.8914998387499106,HIGH RISK,3,Offer a discount or incentive for switching to a one-year or two-year contract.
2454-RPBRZ,0.8914998387499106,HIGH RISK,4,Provide onboarding support and regular check-ins during the customer's early months.
2454-RPBRZ,0.8914998387499106,HIGH RISK,5,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
2454-RPBRZ,0.8914998387499106,HIGH RISK,6,Encourage automatic payment methods by offering a small billing incentive.
2454-RPBRZ,0.8914998387499106,HIGH RISK,7,Focus on early customer engagement because short tenure may increase churn risk.
2454-RPBRZ,0.8914998387499106,HIGH RISK,8,Promote a longer-term contract with clear financial benefits.
0635-WKOLD,0.120219507746233,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
0635-WKOLD,0.120219507746233,LOW RISK,2,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
0635-WKOLD,0.120219507746233,LOW RISK,3,Promote a longer-term contract with clear financial benefits.
0635-WKOLD,0.120219507746233,LOW RISK,4,Consider promoting security features that increase customer value.
5993-JSUWV,0.0332825378428379,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
5993-JSUWV,0.0332825378428379,LOW RISK,2,Focus on early customer engagement because short tenure may increase churn risk.
5993-JSUWV,0.0332825378428379,LOW RISK,3,Evaluate whether the monthly cost is creating dissatisfaction.
4518-FZBSX,0.0413373693430828,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
4518-FZBSX,0.0413373693430828,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
4518-FZBSX,0.0413373693430828,LOW RISK,3,Promote a longer-term contract with clear financial benefits.
5387-ASZNZ,0.0886447190977087,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
5387-ASZNZ,0.0886447190977087,LOW RISK,2,Focus on early customer engagement because short tenure may increase churn risk.
5387-ASZNZ,0.0886447190977087,LOW RISK,3,Promote a longer-term contract with clear financial benefits.
6988-CJEYV,0.7419761596475486,HIGH RISK,1,Prioritize immediate retention outreach because this customer has a high churn risk.
6988-CJEYV,0.7419761596475486,HIGH RISK,2,Assign the customer to a proactive customer success or support representative.
6988-CJEYV,0.7419761596475486,HIGH RISK,3,Offer a discount or incentive for switching to a one-year or two-year contract.
6988-CJEYV,0.7419761596475486,HIGH RISK,4,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
6988-CJEYV,0.7419761596475486,HIGH RISK,5,Encourage automatic payment methods by offering a small billing incentive.
6988-CJEYV,0.7419761596475486,HIGH RISK,6,Promote a longer-term contract with clear financial benefits.
6988-CJEYV,0.7419761596475486,HIGH RISK,7,Focus on early customer engagement because short tenure may increase churn risk.
2002-MZHWP,0.3879646993573145,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
2002-MZHWP,0.3879646993573145,LOW RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
2002-MZHWP,0.3879646993573145,LOW RISK,3,Provide onboarding support and regular check-ins during the customer's early months.
2002-MZHWP,0.3879646993573145,LOW RISK,4,Focus on early customer engagement because short tenure may increase churn risk.
2002-MZHWP,0.3879646993573145,LOW RISK,5,Evaluate whether the monthly cost is creating dissatisfaction.
2002-MZHWP,0.3879646993573145,LOW RISK,6,Promote a longer-term contract with clear financial benefits.
3097-FQTVJ,0.0231408792987743,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
3097-FQTVJ,0.0231408792987743,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
5465-BUBFA,0.0187887434205729,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
5465-BUBFA,0.0187887434205729,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
5465-BUBFA,0.0187887434205729,LOW RISK,3,Consider promoting security features that increase customer value.
7299-GNVPL,0.2820017772615435,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
7299-GNVPL,0.2820017772615435,LOW RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
7299-GNVPL,0.2820017772615435,LOW RISK,3,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
7299-GNVPL,0.2820017772615435,LOW RISK,4,Focus on early customer engagement because short tenure may increase churn risk.
7299-GNVPL,0.2820017772615435,LOW RISK,5,Promote a longer-term contract with clear financial benefits.
9743-DQKQW,0.7530381339950605,HIGH RISK,1,Prioritize immediate retention outreach because this customer has a high churn risk.
9743-DQKQW,0.7530381339950605,HIGH RISK,2,Assign the customer to a proactive customer success or support representative.
9743-DQKQW,0.7530381339950605,HIGH RISK,3,Offer a discount or incentive for switching to a one-year or two-year contract.
9743-DQKQW,0.7530381339950605,HIGH RISK,4,Provide onboarding support and regular check-ins during the customer's early months.
9743-DQKQW,0.7530381339950605,HIGH RISK,5,Encourage automatic payment methods by offering a small billing incentive.
9743-DQKQW,0.7530381339950605,HIGH RISK,6,Focus on early customer engagement because short tenure may increase churn risk.
9743-DQKQW,0.7530381339950605,HIGH RISK,7,Evaluate whether the monthly cost is creating dissatisfaction.
9743-DQKQW,0.7530381339950605,HIGH RISK,8,Promote a longer-term contract with clear financial benefits.
1215-VFYVK,0.6013900609864441,MEDIUM RISK,1,Monitor this customer closely and send a personalized retention offer.
1215-VFYVK,0.6013900609864441,MEDIUM RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
1215-VFYVK,0.6013900609864441,MEDIUM RISK,3,Provide onboarding support and regular check-ins during the customer's early months.
1215-VFYVK,0.6013900609864441,MEDIUM RISK,4,Focus on early customer engagement because short tenure may increase churn risk.
1215-VFYVK,0.6013900609864441,MEDIUM RISK,5,Evaluate whether the monthly cost is creating dissatisfaction.
1215-VFYVK,0.6013900609864441,MEDIUM RISK,6,Promote a longer-term contract with clear financial benefits.
9371-BITHB,0.0211702030385564,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
9371-BITHB,0.0211702030385564,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
9371-BITHB,0.0211702030385564,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
2265-CYWIV,0.9233849352913952,HIGH RISK,1,Prioritize immediate retention outreach because this customer has a high churn risk.
2265-CYWIV,0.9233849352913952,HIGH RISK,2,Assign the customer to a proactive customer success or support representative.
2265-CYWIV,0.9233849352913952,HIGH RISK,3,Offer a discount or incentive for switching to a one-year or two-year contract.
2265-CYWIV,0.9233849352913952,HIGH RISK,4,Provide onboarding support and regular check-ins during the customer's early months.
2265-CYWIV,0.9233849352913952,HIGH RISK,5,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
2265-CYWIV,0.9233849352913952,HIGH RISK,6,Encourage automatic payment methods by offering a small billing incentive.
2265-CYWIV,0.9233849352913952,HIGH RISK,7,Focus on early customer engagement because short tenure may increase churn risk.
2265-CYWIV,0.9233849352913952,HIGH RISK,8,Promote a longer-term contract with clear financial benefits.
9093-FPDLG,0.8137337196103875,HIGH RISK,1,Prioritize immediate retention outreach because this customer has a high churn risk.
9093-FPDLG,0.8137337196103875,HIGH RISK,2,Assign the customer to a proactive customer success or support representative.
9093-FPDLG,0.8137337196103875,HIGH RISK,3,Offer a discount or incentive for switching to a one-year or two-year contract.
9093-FPDLG,0.8137337196103875,HIGH RISK,4,Provide onboarding support and regular check-ins during the customer's early months.
9093-FPDLG,0.8137337196103875,HIGH RISK,5,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
9093-FPDLG,0.8137337196103875,HIGH RISK,6,Encourage automatic payment methods by offering a small billing incentive.
9093-FPDLG,0.8137337196103875,HIGH RISK,7,Focus on early customer engagement because short tenure may increase churn risk.
9093-FPDLG,0.8137337196103875,HIGH RISK,8,Promote a longer-term contract with clear financial benefits.
0541-FITGH,0.6620570003473916,MEDIUM RISK,1,Monitor this customer closely and send a personalized retention offer.
0541-FITGH,0.6620570003473916,MEDIUM RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
0541-FITGH,0.6620570003473916,MEDIUM RISK,3,Provide onboarding support and regular check-ins during the customer's early months.
0541-FITGH,0.6620570003473916,MEDIUM RISK,4,Focus on early customer engagement because short tenure may increase churn risk.
0541-FITGH,0.6620570003473916,MEDIUM RISK,5,Promote a longer-term contract with clear financial benefits.
0541-FITGH,0.6620570003473916,MEDIUM RISK,6,Evaluate whether the monthly cost is creating dissatisfaction.
6985-HAYWX,0.5682255525311108,MEDIUM RISK,1,Monitor this customer closely and send a personalized retention offer.
6985-HAYWX,0.5682255525311108,MEDIUM RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
6985-HAYWX,0.5682255525311108,MEDIUM RISK,3,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
6985-HAYWX,0.5682255525311108,MEDIUM RISK,4,Promote a longer-term contract with clear financial benefits.
6985-HAYWX,0.5682255525311108,MEDIUM RISK,5,Focus on early customer engagement because short tenure may increase churn risk.
7508-KBIMB,0.1500484510853152,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
7508-KBIMB,0.1500484510853152,LOW RISK,2,Focus on early customer engagement because short tenure may increase churn risk.
7508-KBIMB,0.1500484510853152,LOW RISK,3,Evaluate whether the monthly cost is creating dissatisfaction.
7508-KBIMB,0.1500484510853152,LOW RISK,4,Promote a longer-term contract with clear financial benefits.
6838-HVLXG,0.2927104418457142,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
6838-HVLXG,0.2927104418457142,LOW RISK,2,Offer a discount or incentive for switching to a one-year or two-year contract.
6838-HVLXG,0.2927104418457142,LOW RISK,3,Provide onboarding support and regular check-ins during the customer's early months.
6838-HVLXG,0.2927104418457142,LOW RISK,4,Evaluate whether the monthly cost is creating dissatisfaction.
6838-HVLXG,0.2927104418457142,LOW RISK,5,Focus on early customer engagement because short tenure may increase churn risk.
6838-HVLXG,0.2927104418457142,LOW RISK,6,Promote a longer-term contract with clear financial benefits.
2277-DJJDL,0.7410606318887352,HIGH RISK,1,Prioritize immediate retention outreach because this customer has a high churn risk.
2277-DJJDL,0.7410606318887352,HIGH RISK,2,Assign the customer to a proactive customer success or support representative.
2277-DJJDL,0.7410606318887352,HIGH RISK,3,Offer a discount or incentive for switching to a one-year or two-year contract.
2277-DJJDL,0.7410606318887352,HIGH RISK,4,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
2277-DJJDL,0.7410606318887352,HIGH RISK,5,Encourage automatic payment methods by offering a small billing incentive.
2277-DJJDL,0.7410606318887352,HIGH RISK,6,Promote a longer-term contract with clear financial benefits.
2277-DJJDL,0.7410606318887352,HIGH RISK,7,Focus on early customer engagement because short tenure may increase churn risk.
1897-OKVMW,0.0471730270849667,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
1897-OKVMW,0.0471730270849667,LOW RISK,2,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
1897-OKVMW,0.0471730270849667,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
5485-ITNPC,0.0384001772592368,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
5485-ITNPC,0.0384001772592368,LOW RISK,2,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
5485-ITNPC,0.0384001772592368,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
0233-FTHAV,0.3319111869107483,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
0233-FTHAV,0.3319111869107483,LOW RISK,2,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
0233-FTHAV,0.3319111869107483,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
0233-FTHAV,0.3319111869107483,LOW RISK,4,Promote a longer-term contract with clear financial benefits.
4644-PIZRT,0.2276096335514511,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
4644-PIZRT,0.2276096335514511,LOW RISK,2,Review the customer's pricing plan and consider offering a loyalty discount or better-value package.
4644-PIZRT,0.2276096335514511,LOW RISK,3,Focus on early customer engagement because short tenure may increase churn risk.
4644-PIZRT,0.2276096335514511,LOW RISK,4,Promote a longer-term contract with clear financial benefits.
8922-NPKBJ,0.019584463122392,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
8922-NPKBJ,0.019584463122392,LOW RISK,2,Evaluate whether the monthly cost is creating dissatisfaction.
2740-TVLFN,0.8123397306031643,HIGH RISK,1,Prioritize immediate retention outreach because this customer has a high churn risk.
2740-TVLFN,0.8123397306031643,HIGH RISK,2,Assign the customer to a proactive customer success or support representative.
2740-TVLFN,0.8123397306031643,HIGH RISK,3,Offer a discount or incentive for switching to a one-year or two-year contract.
2740-TVLFN,0.8123397306031643,HIGH RISK,4,Provide onboarding support and regular check-ins during the customer's early months.
2740-TVLFN,0.8123397306031643,HIGH RISK,5,Encourage automatic payment methods by offering a small billing incentive.
2740-TVLFN,0.8123397306031643,HIGH RISK,6,Focus on early customer engagement because short tenure may increase churn risk.
2740-TVLFN,0.8123397306031643,HIGH RISK,7,Evaluate whether the monthly cost is creating dissatisfaction.
2740-TVLFN,0.8123397306031643,HIGH RISK,8,Promote a longer-term contract with clear financial benefits.
7771-CFQRQ,0.0371659761349211,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
7771-CFQRQ,0.0371659761349211,LOW RISK,2,Consider promoting security features that increase customer value.
7771-CFQRQ,0.0371659761349211,LOW RISK,3,Evaluate whether the monthly cost is creating dissatisfaction.
9512-PHSMG,0.3990562998894852,LOW RISK,1,Maintain regular engagement and continue providing strong customer support.
